order_id,order_date,customer_id,channel,category,item_price,quantity,discount_pct,order_value,payment_method,delivery_days,customer_region,customer_tenure_days,customer_prior_orders,marketing_opt_in,export_seq,returned
ORD-100501,2025-10-26,10155,web,electronics,300.65,2,0,601.3,card,4,London,1993,1,True,124,1
ORD-100502,2025-08-22,10593,web,sports,97.74,2,0,195.48,voucher,6,South,807,2,True,1310,0
ORD-100503,2025-10-13,10404,web,home,50.66,3,15,129.18,card,4,Scotland,1808,2,False,143,1
ORD-100504,2025-10-05,10935,web,electronics,198.49,1,0,198.49,card,6,London,1193,0,True,813,0
ORD-100505,2025-07-04,10842,web,footwear,81.73,1,10,73.56,bnpl,5,Midlands,66,0,False,1311,0
ORD-100506,2025-09-09,10057,phone,apparel,42.96,1,0,42.96,paypal,5,South,1822,2,True,1832,0
ORD-100507,2025-09-28,11060,web,home,92.36,2,0,184.72,voucher,1,South,1396,4,False,185,1
ORD-100508,2025-03-16,10720,phone,apparel,57.37,1,0,57.37,bnpl,4,London,293,0,True,912,0
ORD-100509,2025-10-05,10626,web,apparel,72.42,1,0,72.42,card,4,North,666,3,False,183,0
ORD-100510,2025-08-20,10677,web,sports,113.2,1,20,90.56,card,1,London,2287,3,True,228,1
ORD-100511,2025-06-02,10372,phone,home,55.02,1,25,41.26,card,3,North,2166,0,False,1688,0
ORD-100512,2025-05-09,10369,web,beauty,26.21,1,0,26.21,bnpl,1,London,453,0,True,381,0
ORD-100513,2025-01-21,10066,web,footwear,53.74,1,0,53.74,paypal,5,Midlands,709,1,False,1836,0
ORD-100514,2025-09-02,10956,web,home,21.01,2,0,42.02,card,4,South,520,1,True,1988,0
ORD-100515,2025-06-25,10666,phone,home,103.86,1,5,98.67,paypal,3,North,583,0,False,2016,0
ORD-100516,2025-03-30,10154,web,home,67.77,2,0,135.54,card,1,North,1417,0,True,703,0
ORD-100517,2025-07-28,10860,web,beauty,33.34,1,15,28.34,card,2,Midlands,2021,0,True,1242,0
ORD-100518,2025-10-05,10502,web,beauty,9.71,1,0,9.71,paypal,5,Scotland,1340,1,True,1143,0
ORD-100519,2025-04-19,10225,web,home,85.56,3,0,256.68,card,2,London,1286,1,True,431,1
ORD-100520,2025-01-09,10768,web,beauty,12.03,1,0,12.03,bnpl,1,Midlands,1361,0,True,573,0
ORD-100521,2025-08-20,10692,web,apparel,69.88,1,10,62.89,voucher,2,South,1119,1,True,948,0
ORD-100522,2025-04-17,10840,web,home,89.29,1,5,84.83,card,4,South,1205,1,False,1709,0
ORD-100523,2025-08-08,10588,web,electronics,158.67,3,0,476.01,voucher,1,Scotland,1040,3,False,1800,0
ORD-100524,2025-06-26,10964,web,apparel,77.3,2,0,154.6,voucher,3,Midlands,2121,3,True,1388,0
ORD-100525,2025-06-02,10067,web,apparel,68.48,1,0,68.48,paypal,5,Midlands,84,0,False,1796,0
ORD-100526,2025-09-07,10334,web,sports,64.37,2,15,109.43,card,6,Scotland,303,0,True,1086,0
ORD-100526,2025-09-07,10334,web,sports,64.37,2,15,109.43,card,6,North,348,0,True,1098,0
ORD-100527,2025-01-22,10312,web,apparel,32.89,2,0,65.78,bnpl,6,London,470,0,True,823,0
ORD-100528,2025-09-30,11044,web,apparel,54.84,1,10,49.36,card,4,Midlands,1419,2,True,1856,0
ORD-100529,2025-07-09,10835,web,electronics,179.5,1,20,143.6,card,4,Midlands,663,1,True,633,0
ORD-100530,2025-01-19,10722,web,footwear,76.6,2,5,145.54,card,2,Wales,1170,0,True,1254,0
ORD-100531,2025-10-27,10990,web,electronics,274.02,2,0,548.04,bnpl,2,South,1021,1,True,1057,0
ORD-100532,2025-10-13,10445,web,apparel,22.41,1,0,22.41,card,1,North,1098,0,True,176,0
ORD-100533,2025-10-09,10381,web,apparel,25.51,1,0,25.51,card,5,Wales,760,3,False,1033,0
ORD-100534,2025-03-17,10039,web,footwear,42.64,1,15,36.24,card,2,London,1188,0,False,479,1
ORD-100535,2025-01-09,10774,web,apparel,50.35,1,0,50.35,bnpl,2,London,1306,0,True,1713,0
ORD-100536,2025-01-26,10794,web,electronics,189.74,1,10,170.77,card,1,London,978,0,False,770,0
ORD-100537,2025-03-07,10755,web,beauty,14.71,2,10,26.48,voucher,3,North,2050,1,True,712,0
ORD-100538,2025-12-01,10196,web,footwear,80.17,2,0,160.34,card,2,North,393,4,True,72,1
ORD-100539,2025-09-01,10493,web,apparel,40.19,1,30,28.13,voucher,8,London,220,1,False,212,1
ORD-100540,2025-11-23,10699,web,apparel,76.42,1,25,57.32,card,4,Scotland,838,1,True,89,0
ORD-100541,2025-10-11,10813,web,beauty,19.33,1,0,19.33,card,1,London,965,0,True,1336,0
ORD-100542,2025-05-13,10812,phone,apparel,56.32,1,0,56.32,card,6,North,325,1,False,403,1
ORD-100543,2025-08-25,10805,web,footwear,47.79,1,10,43.01,paypal,1,London,2318,2,True,231,1
ORD-100544,2025-12-30,10219,web,sports,50.29,1,10,45.26,card,3,London,1941,0,True,1126,0
ORD-100545,2025-05-03,10124,web,home,84.51,1,0,84.51,card,3,South,1770,0,False,1233,0
ORD-100546,2025-10-19,10229,web,footwear,38.71,2,5,73.55,card,2,Wales,1205,2,False,157,0
ORD-100547,2025-01-27,10430,web,home,80.42,2,0,160.84,paypal,6,London,1769,0,True,1466,0
ORD-100548,2025-06-19,10815,web,apparel,34.61,2,0,69.22,card,2,South,1104,0,True,360,1
ORD-100549,2025-02-15,10390,web,electronics,161.53,2,0,323.06,card,4,North,979,1,True,1514,0
ORD-100550,2025-05-10,10985,web,sports,109.19,2,15,185.62,card,4,North,1554,1,True,1339,0
ORD-100551,2025-05-29,10092,web,home,62.59,3,0,187.77,card,3,South,996,2,True,681,0
ORD-100552,2025-06-02,10332,web,beauty,33.26,1,0,33.26,card,1,London,1083,0,False,880,0
ORD-100553,2025-01-26,10516,web,electronics,109.56,1,5,104.08,voucher,3,Midlands,1497,0,True,1753,0
ORD-100554,2025-06-19,10964,web,home,58.69,1,0,58.69,bnpl,3,Midlands,2121,2,True,1253,0
ORD-100555,2025-05-27,10850,web,apparel,49.93,2,0,99.86,card,3,Wales,1383,0,False,1315,0
ORD-100556,2025-08-12,11047,web,electronics,193.47,1,0,193.47,card,3,London,1158,0,False,726,0
ORD-100557,2025-12-02,10436,phone,apparel,56.32,1,15,47.87,card,4,North,199,1,True,811,0
ORD-100558,2025-08-21,10957,web,apparel,39.15,1,0,39.15,paypal,13,North,1415,2,False,226,1
ORD-100559,2025-12-16,10327,web,apparel,51.59,2,15,87.7,card,3,North,1066,2,True,28,0
ORD-100560,2025-10-01,10806,phone,footwear,52.94,1,0,52.94,card,4,Scotland,1194,2,True,1778,0
ORD-100561,2025-08-21,10086,web,apparel,31.08,1,30,21.76,voucher,4,South,979,1,False,1114,0
ORD-100562,2025-07-31,10706,web,electronics,347.61,2,25,521.42,card,2,Scotland,838,1,True,676,0
ORD-100563,2025-11-03,10196,web,home,84.96,2,5,161.42,bnpl,3,North,393,3,True,709,0
ORD-100564,2025-08-22,10886,web,electronics,80.56,2,25,120.84,card,2,South,520,0,False,1864,0
ORD-100565,2025-12-11,10830,web,electronics,199.98,2,20,319.97,card,1,London,440,2,False,33,1
ORD-100566,2025-08-21,10537,web,apparel,31.47,1,0,31.47,bnpl,5,London,1920,1,True,234,1
ORD-100567,2025-09-29,10020,web,electronics,282.49,1,10,254.24,card,5,South,320,2,False,172,1
ORD-100568,2025-10-19,10025,web,footwear,57.58,1,10,51.82,bnpl,2,South,815,2,True,1335,0
ORD-100569,2025-08-01,10713,web,electronics,114.05,2,0,228.1,card,2,North,1818,0,False,1955,0
ORD-100570,2025-12-03,10083,phone,footwear,85.05,2,15,144.58,card,3,London,131,2,True,75,0
ORD-100571,2025-07-23,10976,web,electronics,56.77,1,0,56.77,bnpl,8,Midlands,1219,0,True,235,0
ORD-100572,2025-12-30,10821,web,footwear,62.64,1,15,53.24,card,2,London,750,2,False,1880,0
ORD-100573,2025-04-17,10899,web,beauty,25.66,1,0,25.66,bnpl,2,South,478,2,True,1916,0
ORD-100574,2025-12-04,10983,web,apparel,33.0,2,5,62.7,card,2,North,501,2,True,55,1
ORD-100575,2025-04-07,10135,web,footwear,103.07,1,0,103.07,card,3,Scotland,1042,0,True,1034,0
ORD-100576,2025-03-27,10085,web,apparel,40.28,1,0,40.28,bnpl,4,North,1780,0,True,666,0
ORD-100576,2025-03-27,10085,web,apparel,40.28,1,0,40.28,bnpl,4,South,1849,0,True,615,0
ORD-100577,2025-06-22,10965,web,home,99.43,1,20,79.54,voucher,3,North,366,0,True,327,1
ORD-100578,2025-03-30,11012,web,apparel,31.64,1,20,25.31,bnpl,2,Scotland,2092,1,False,460,1
ORD-100579,2025-06-27,10252,web,sports,85.01,1,0,85.01,voucher,4,London,681,0,False,1043,0
ORD-100580,2025-06-05,10355,web,beauty,17.16,1,5,16.3,bnpl,3,South,125,1,False,342,1
ORD-100581,2025-01-05,11055,web,apparel,50.47,2,0,100.94,card,2,South,2154,0,False,1941,0
ORD-100582,2025-07-15,10657,web,apparel,34.05,3,0,102.15,card,1,London,2162,0,True,967,0
ORD-100583,2025-05-03,10303,web,electronics,183.6,1,0,183.6,card,2,Wales,1166,0,True,410,1
ORD-100584,2025-07-07,10817,web,electronics,259.53,3,0,778.59,card,2,South,474,2,False,1244,0
ORD-100585,2025-04-10,10551,web,apparel,63.5,1,25,47.62,paypal,4,North,1307,1,True,457,1
ORD-100586,2025-01-18,10527,web,home,58.17,1,25,43.63,card,2,North,328,0,False,1723,0
ORD-100587,2025-11-11,10478,phone,apparel,43.61,1,0,43.61,card,2,London,1636,1,False,1009,0
ORD-100588,2025-02-17,10463,web,apparel,35.19,1,15,29.91,card,2,North,442,0,False,692,0
ORD-100589,2025-07-02,10306,web,footwear,44.06,1,0,44.06,card,6,North,2268,2,False,981,0
ORD-100590,2025-12-17,10266,web,beauty,23.83,1,0,23.83,paypal,8,Midlands,688,2,True,772,0
ORD-100591,2025-10-28,10585,phone,apparel,34.63,1,0,34.63,card,4,North,1504,2,False,1579,0
ORD-100592,2025-03-15,10281,web,apparel,47.28,1,5,44.92,card,3,London,469,0,False,490,1
ORD-100593,2025-08-17,10035,web,apparel,48.44,1,0,48.44,card,2,London,2104,5,False,1641,0
ORD-100594,2025-04-02,10431,web,apparel,35.44,1,0,35.44,card,2,London,141,0,False,1207,0
ORD-100595,2025-11-15,10042,web,home,138.54,1,0,138.54,card,5,London,2308,1,True,1654,0
ORD-100596,2025-01-21,10916,web,apparel,37.57,1,5,35.69,card,2,London,1450,0,False,557,1
ORD-100597,2025-10-01,10706,web,home,146.18,2,0,292.36,card,5,Scotland,838,2,True,614,0
ORD-100598,2025-07-05,10460,web,apparel,66.19,1,0,66.19,paypal,5,Scotland,1883,1,True,717,0
ORD-100599,2025-04-16,10222,web,home,45.51,1,10,40.96,paypal,4,London,1860,0,True,1423,0
ORD-100599,2025-04-16,10222,web,home,45.51,1,10,40.96,paypal,4,Wales,1922,0,True,749,0
ORD-100600,2025-02-24,10492,web,home,41.51,1,0,41.51,card,7,NI,1656,1,False,1082,0
ORD-100601,2025-07-04,10194,web,apparel,54.32,1,0,54.32,card,4,North,560,1,False,315,1
ORD-100602,2025-09-29,10676,web,home,25.09,1,25,18.82,card,1,North,223,1,True,1405,0
ORD-100603,2025-09-14,10663,web,beauty,31.37,1,0,31.37,paypal,1,Wales,1314,1,True,1885,0
ORD-100604,2025-01-28,10782,web,home,42.07,1,0,42.07,card,5,London,1722,0,False,1122,0
ORD-100605,2025-04-11,10552,web,apparel,21.97,1,0,21.97,bnpl,1,NI,47,0,False,1436,0
ORD-100606,2025-05-12,10156,web,apparel,55.35,1,0,55.35,paypal,2,London,2381,0,True,1788,0
ORD-100607,2025-05-27,10203,web,beauty,37.93,2,0,75.86,card,1,North,1274,0,True,1245,0
ORD-100608,2025-12-19,11046,web,beauty,29.24,1,0,29.24,card,5,Midlands,2165,0,True,620,0
ORD-100609,2025-05-04,10044,web,electronics,145.69,1,20,116.55,card,5,South,170,1,True,1979,0
ORD-100610,2025-10-14,10298,web,apparel,28.34,2,0,56.68,card,3,Scotland,2347,0,True,1015,0
ORD-100611,2025-10-08,10220,web,sports,127.14,2,25,190.71,bnpl,1,London,1478,1,True,154,1
ORD-100612,2025-04-14,10403,web,apparel,43.11,2,5,81.91,card,2,North,2279,0,True,1361,0
ORD-100613,2025-09-11,10746,web,electronics,211.32,1,10,190.19,paypal,3,North,1274,2,False,1206,0
ORD-100614,2025-04-30,10485,phone,electronics,172.41,1,0,172.41,paypal,5,London,2036,1,False,1409,0
ORD-100615,2025-07-05,10965,web,electronics,216.02,1,0,216.02,card,6,North,366,1,True,975,0
ORD-100616,2025-02-12,10262,web,footwear,35.47,1,0,35.47,card,3,London,1473,0,True,549,1
ORD-100617,2025-01-19,10227,web,apparel,61.66,3,5,175.73,card,3,Midlands,1841,0,True,1087,0
ORD-100618,2025-05-12,10405,web,sports,36.72,1,10,33.05,paypal,1,NI,1761,0,False,396,0
ORD-100619,2025-08-09,10112,web,beauty,11.02,1,25,8.26,card,2,South,36,1,True,665,0
ORD-100620,2025-01-20,10724,web,home,72.53,1,20,58.02,card,6,South,1076,1,True,1240,0
ORD-100621,2025-06-29,10016,web,footwear,47.86,1,0,47.86,card,6,South,232,0,True,1230,0
ORD-100622,2025-07-16,10327,web,electronics,237.69,1,0,237.69,paypal,5,North,1066,1,True,1264,0
ORD-100623,2025-05-07,10603,phone,home,104.16,1,25,78.12,card,9,South,1030,1,False,1737,0
ORD-100624,2025-11-30,10122,web,electronics,404.26,1,0,404.26,voucher,4,NI,900,2,True,984,0
ORD-100625,2025-10-14,10049,web,sports,68.48,1,10,61.63,card,3,South,909,2,True,138,1
ORD-100626,2025-08-25,10059,web,electronics,63.56,1,20,50.85,bnpl,4,Wales,1594,0,True,1485,0
ORD-100627,2025-02-02,10271,web,footwear,74.77,1,0,74.77,card,2,London,1540,0,True,721,0
ORD-100628,2025-09-30,10308,phone,apparel,58.63,1,5,55.7,card,3,London,1130,1,True,1925,0
ORD-100629,2025-02-05,10062,web,home,36.56,1,0,36.56,paypal,1,South,1642,0,False,528,0
ORD-100630,2025-06-27,10930,web,footwear,46.77,2,0,93.54,card,9,South,458,0,False,296,1
ORD-100631,2025-03-15,10855,web,sports,61.19,1,0,61.19,card,3,London,992,2,False,1930,0
ORD-100632,2025-03-31,10961,web,home,112.79,1,0,112.79,card,2,Midlands,2114,1,True,1512,0
ORD-100633,2025-09-04,10726,web,apparel,51.17,2,0,102.34,card,3,North,558,0,True,223,1
ORD-100634,2025-04-24,10549,web,apparel,36.03,1,0,36.03,paypal,2,London,2364,0,True,1080,0
ORD-100635,2025-06-06,10578,web,footwear,80.58,1,15,68.49,card,3,London,2220,0,True,840,0
ORD-100636,2025-04-28,10420,web,apparel,53.74,1,0,53.74,card,2,Midlands,828,0,True,1099,0
ORD-100636,2025-04-28,10420,web,apparel,53.74,1,0,53.74,card,2,North,785,0,True,1219,0
ORD-100637,2025-10-01,10579,web,home,68.57,1,10,61.71,card,5,North,1627,1,False,1879,0
ORD-100638,2025-03-26,10864,web,home,130.3,2,0,260.6,card,1,London,519,0,True,1159,0
ORD-100639,2025-03-14,10681,web,electronics,229.52,1,5,218.04,card,3,Scotland,1126,0,False,1006,0
ORD-100640,2025-07-14,11016,web,electronics,358.67,1,0,358.67,card,3,Scotland,940,1,True,1524,0
ORD-100641,2025-11-28,10629,web,home,53.31,1,10,47.98,card,5,Wales,945,2,False,1873,0
ORD-100642,2025-04-07,11017,web,electronics,235.4,1,10,211.86,paypal,5,Midlands,1514,0,False,861,0
ORD-100643,2025-02-28,10162,web,apparel,50.46,2,0,100.92,card,1,London,381,0,False,1870,0
ORD-100644,2025-09-09,10457,web,home,81.54,1,0,81.54,card,3,North,473,1,True,955,0
ORD-100645,2025-08-27,10769,web,electronics,268.52,1,20,214.82,card,3,Wales,154,1,True,1200,0
ORD-100646,2025-07-03,10803,web,electronics,111.58,2,0,223.16,card,2,South,825,0,True,328,1
ORD-100647,2025-01-09,10904,web,footwear,0.0,1,0,62.26,voucher,2,South,825,0,True,1414,0
ORD-100648,2025-09-24,10823,web,apparel,23.25,1,20,18.6,bnpl,2,South,1200,1,True,1134,0
ORD-100649,2025-01-15,10256,web,apparel,50.81,1,10,45.73,bnpl,2,South,1816,0,True,579,1
ORD-100650,2025-03-15,10834,web,sports,40.69,2,25,61.04,card,4,London,256,0,False,786,0
ORD-100651,2025-10-11,10596,web,apparel,34.38,2,0,68.76,voucher,9,Midlands,266,1,False,1169,0
ORD-100652,2025-03-16,10945,web,apparel,24.98,1,0,24.98,paypal,2,Wales,108,0,False,1072,0
ORD-100653,2025-12-07,10964,web,apparel,66.6,1,0,66.6,paypal,3,Midlands,2121,4,True,1664,0
ORD-100654,2025-06-15,10956,web,electronics,191.3,2,0,382.6,card,2,South,520,0,True,333,1
ORD-100655,2025-05-29,10375,web,electronics,345.29,1,10,310.76,card,3,Midlands,868,2,True,1377,0
ORD-100656,2025-10-28,10114,web,apparel,38.55,1,15,32.77,card,3,South,169,1,False,1694,0
ORD-100657,2025-12-06,10680,web,home,100.34,2,0,200.68,paypal,4,Wales,1595,1,True,1320,0
ORD-100658,2025-04-28,10177,web,electronics,402.74,1,0,402.74,bnpl,3,North,422,1,True,1715,0
ORD-100659,2025-10-09,10549,web,footwear,47.71,1,0,47.71,card,7,London,2364,2,True,147,1
ORD-100660,2025-10-09,10766,web,apparel,51.32,1,0,51.32,paypal,2,South,1397,3,False,142,1
ORD-100661,2025-01-31,10069,web,home,121.76,1,10,109.58,card,2,Midlands,1547,0,True,631,0
ORD-100662,2025-12-16,10129,web,apparel,67.26,2,5,127.79,card,4,Scotland,1438,0,False,47,1
ORD-100662,2025-12-16,10129,web,apparel,67.26,2,5,127.79,card,4,North,1467,0,False,45,1
ORD-100663,2025-01-20,10982,web,beauty,30.69,2,5,58.31,card,9,North,1556,0,False,1300,0
ORD-100664,2025-04-13,10761,web,sports,130.74,1,0,130.74,paypal,2,London,2022,0,True,1620,0
ORD-100665,2025-09-11,10655,web,home,90.0,2,0,180.0,card,4,NI,2081,1,False,1913,0
ORD-100666,2025-03-29,10927,web,electronics,336.43,2,0,672.86,card,1,London,736,0,False,1076,0
ORD-100667,2025-11-03,10020,web,footwear,66.65,1,10,59.99,paypal,3,South,320,4,False,1701,0
ORD-100668,2025-01-31,10859,phone,sports,59.77,1,0,59.77,card,4,North,1075,0,True,1862,0
ORD-100669,2025-06-14,10959,web,beauty,23.66,2,0,47.32,card,5,Midlands,1362,3,True,1470,0
ORD-100670,2025-12-25,10288,web,apparel,27.83,3,0,83.49,paypal,4,South,384,0,True,1228,0
ORD-100671,2025-03-28,10337,web,sports,36.65,2,0,73.3,card,2,Wales,2093,0,True,1348,0
ORD-100672,2025-08-03,10468,web,footwear,75.01,1,0,75.01,card,4,South,1585,0,True,248,0
ORD-100673,2025-12-08,10283,web,sports,69.44,1,0,69.44,card,1,South,769,0,True,1144,0
ORD-100674,2025-08-17,10486,web,apparel,44.75,1,0,44.75,bnpl,2,North,558,2,True,1234,0
ORD-100675,2025-03-21,10673,web,apparel,55.61,1,0,55.61,card,5,London,2193,0,False,1455,0
ORD-100676,2025-05-31,10794,web,beauty,32.19,1,0,32.19,card,4,London,978,2,False,1544,0
ORD-100677,2025-05-18,10497,web,electronics,244.97,3,5,698.16,card,5,Scotland,2294,1,True,989,0
ORD-100678,2025-07-10,10534,web,footwear,68.19,1,20,54.55,paypal,2,Midlands,1370,0,False,292,1
ORD-100679,2025-11-10,10058,web,apparel,26.57,1,0,26.57,card,3,London,1043,1,True,1257,0
ORD-100680,2025-01-07,10855,web,home,56.0,1,0,56.0,card,3,London,992,0,False,2021,0
ORD-100681,2025-01-25,10456,web,home,87.93,2,0,175.86,card,2,South,1240,0,True,1352,0
ORD-100682,2025-01-11,10028,web,electronics,269.09,2,0,538.18,card,4,London,185,0,False,595,1
ORD-100683,2025-05-30,10502,web,home,47.55,2,0,95.1,card,2,Scotland,1340,0,True,623,0
ORD-100684,2025-10-02,10509,web,apparel,36.96,1,0,36.96,paypal,2,South,327,2,False,170,0
ORD-100685,2025-12-10,11032,web,apparel,31.74,1,0,31.74,card,1,Midlands,2007,3,True,1572,0
ORD-100686,2025-12-28,10813,web,footwear,109.28,2,0,218.56,card,3,London,965,1,True,1373,0
ORD-100687,2025-01-16,10230,web,footwear,38.36,3,0,115.08,card,5,North,404,0,True,1174,0
ORD-100688,2025-05-08,10792,web,apparel,36.84,4,10,132.62,card,4,London,180,0,True,395,0
ORD-100689,2025-06-18,10887,phone,sports,53.1,1,30,37.17,card,6,London,1464,0,True,357,0
ORD-100690,2025-08-19,10299,web,footwear,38.49,2,5,73.13,card,5,Midlands,562,0,True,1748,0
ORD-100691,2025-08-16,10998,web,home,123.29,1,25,92.47,paypal,4,London,1736,0,True,1598,0
ORD-100692,2025-01-28,10238,web,electronics,150.75,1,5,143.21,bnpl,1,NI,184,0,False,546,0
ORD-100693,2025-10-06,10513,web,apparel,71.58,1,10,64.42,bnpl,3,South,233,6,False,1819,0
ORD-100694,2025-11-11,10522,web,electronics,186.89,1,15,158.86,card,3,North,548,2,True,101,0
ORD-100695,2025-02-17,10439,web,home,58.31,2,20,93.3,bnpl,1,South,814,0,True,500,0
ORD-100696,2025-11-11,10628,web,footwear,111.39,1,10,100.25,card,2,North,1123,0,False,1762,0
ORD-100697,2025-02-19,10079,web,electronics,129.92,1,10,116.93,card,2,South,385,0,True,536,1
ORD-100698,2025-06-10,10084,web,beauty,40.25,1,25,30.19,card,3,South,2024,1,False,349,1
ORD-100699,2025-09-27,10319,web,home,59.11,1,0,59.11,voucher,4,Midlands,1278,1,True,1447,0
ORD-100700,2025-02-03,10499,web,electronics,122.83,1,0,122.83,card,2,Midlands,1468,0,False,1733,0
ORD-100701,2025-08-13,10368,phone,apparel,37.04,1,0,37.04,card,3,London,1259,2,False,950,0
ORD-100702,2025-03-02,10791,web,home,52.33,1,25,39.25,card,2,NI,549,3,True,1830,0
ORD-100703,2025-05-30,10841,web,electronics,337.88,1,5,320.99,card,3,London,1699,0,False,818,0
ORD-100704,2025-08-01,10793,web,home,35.46,2,10,63.83,card,4,London,694,3,True,680,0
ORD-100705,2025-01-10,10247,web,apparel,65.35,1,0,65.35,card,2,South,61,0,True,1774,0
ORD-100706,2025-04-10,10955,web,footwear,55.95,1,0,55.95,paypal,1,North,1954,1,False,1291,0
ORD-100707,2025-06-16,10330,web,home,51.85,1,0,51.85,paypal,1,Midlands,523,0,False,968,0
ORD-100708,2025-04-28,10008,web,apparel,79.39,2,15,134.96,paypal,3,Midlands,2346,0,True,1116,0
ORD-100709,2025-11-15,10107,web,apparel,48.92,1,0,48.92,bnpl,3,Midlands,2333,3,False,107,1
ORD-100710,2025-08-07,10210,web,apparel,73.08,1,0,73.08,card,3,Scotland,1170,0,True,603,0
ORD-100711,2025-05-06,10795,web,beauty,23.98,1,10,21.58,card,7,NI,222,0,True,777,0
ORD-100712,2025-03-23,10146,phone,electronics,238.51,1,0,238.51,card,4,South,563,0,True,480,1
ORD-100713,2025-10-04,10531,web,electronics,168.52,1,0,168.52,card,5,NI,299,0,False,146,0
ORD-100714,2025-10-10,10578,web,apparel,40.19,1,15,34.16,voucher,5,London,2220,2,True,952,0
ORD-100715,2025-05-11,10308,web,footwear,104.94,1,0,104.94,card,5,London,1130,0,True,941,0
ORD-100716,2025-06-24,10224,web,electronics,203.54,1,0,203.54,card,3,Scotland,2354,1,True,1188,0
ORD-100717,2025-09-26,10281,web,electronics,341.88,1,0,341.88,card,4,London,469,2,False,1628,0
ORD-100718,2025-05-24,10846,web,beauty,12.59,2,0,25.18,card,3,Scotland,2212,1,False,1849,0
ORD-100719,2025-11-30,10995,web,apparel,35.87,2,0,71.74,voucher,3,South,2345,3,True,1288,0
ORD-100720,2025-06-20,10266,web,electronics,86.38,1,0,86.38,card,3,Midlands,688,0,True,946,0
ORD-100721,2025-02-03,10035,web,home,105.02,2,0,210.04,paypal,6,London,2104,0,False,993,0
ORD-100722,2025-06-12,10146,web,home,74.14,1,5,70.43,paypal,2,South,563,1,True,944,0
ORD-100723,2025-12-26,10751,web,beauty,20.94,1,0,20.94,card,3,Midlands,2250,2,False,1223,0
ORD-100724,2025-01-27,10764,web,sports,122.51,2,0,245.02,paypal,3,London,1623,0,True,1055,0
ORD-100725,2025-07-16,10226,web,beauty,14.97,2,0,29.94,card,4,North,1052,0,True,751,0
ORD-100726,2025-03-12,10183,web,home,47.92,1,0,47.92,card,4,London,2078,0,True,883,0
ORD-100727,2025-07-27,10689,web,electronics,181.76,1,0,181.76,card,8,South,1194,1,True,1845,0
ORD-100728,2025-01-11,10277,web,home,77.53,1,0,77.53,card,3,London,609,0,True,598,1
ORD-100729,2025-11-15,10423,web,apparel,56.62,1,10,50.96,card,-999,London,364,0,True,705,0
ORD-100730,2025-09-27,10215,web,beauty,36.28,1,10,32.65,card,3,Wales,1317,3,True,1827,0
ORD-100731,2025-03-16,10806,web,footwear,68.9,1,0,68.9,card,1,Scotland,1194,1,True,456,0
ORD-100732,2025-06-28,10064,web,footwear,66.15,1,0,66.15,card,3,London,2144,1,True,1467,0
ORD-100733,2025-12-07,10502,web,apparel,35.35,2,15,60.1,card,5,Scotland,1340,3,True,1096,0
ORD-100734,2025-02-10,10727,web,home,40.29,2,10,72.52,card,3,South,1929,1,True,1951,0
ORD-100735,2025-03-08,10476,web,home,17.59,1,0,17.59,card,2,Midlands,584,0,True,752,0
ORD-100736,2025-01-02,10966,web,apparel,61.09,3,0,183.27,card,4,Midlands,1666,0,True,1790,0
ORD-100737,2025-03-15,10634,web,apparel,53.68,2,25,80.52,card,2,North,380,0,True,1859,0
ORD-100738,2025-04-11,10884,web,electronics,317.23,1,5,301.37,card,1,Midlands,314,2,True,459,1
ORD-100739,2025-01-15,10176,web,footwear,65.81,1,0,65.81,voucher,2,Midlands,1702,0,False,1478,0
ORD-100739,2025-01-15,10176,web,footwear,65.81,1,0,65.81,voucher,2,Midlands,1773,0,False,1953,0
ORD-100740,2025-03-04,10769,web,apparel,55.64,1,0,55.64,card,3,Wales,154,0,True,817,0
ORD-100741,2025-04-21,10421,web,beauty,22.97,1,5,21.82,card,4,Scotland,2364,1,True,1770,0
ORD-100742,2025-09-10,11003,web,electronics,271.6,1,0,271.6,voucher,1,London,563,0,False,1367,0
ORD-100743,2025-04-19,10091,web,beauty,27.9,1,0,27.9,card,4,London,1136,1,True,1502,0
ORD-100744,2025-11-06,10424,web,home,64.04,2,25,96.06,card,4,South,2378,0,True,1908,0
ORD-100745,2025-08-21,10809,web,footwear,42.76,2,0,85.52,voucher,2,Midlands,375,3,False,915,0
ORD-100746,2025-12-02,10577,web,footwear,67.72,2,10,121.9,card,4,Scotland,1379,3,False,1825,0
ORD-100747,2025-01-30,10619,web,apparel,54.81,1,15,46.59,card,10,Scotland,946,0,True,932,0
ORD-100748,2025-01-31,10451,web,apparel,75.8,1,5,72.01,card,4,London,731,0,False,1592,0
ORD-100749,2025-04-03,10817,web,apparel,67.85,2,20,108.56,card,3,South,474,0,False,1260,0
ORD-100750,2025-01-17,10371,web,apparel,65.94,1,15,56.05,card,5,London,449,0,False,1663,0
ORD-100751,2025-12-06,10895,web,apparel,22.65,1,5,21.52,bnpl,2,Midlands,749,2,False,36,1
ORD-100752,2025-11-01,10579,web,sports,75.29,1,0,75.29,card,2,North,1627,2,False,1553,0
ORD-100753,2025-12-23,11026,web,electronics,146.71,2,15,249.41,voucher,4,South,1180,1,True,1911,0
ORD-100754,2025-12-03,10877,web,apparel,39.85,1,0,39.85,card,4,Wales,1337,0,False,1533,0
